slide,case,compartment,n_tiles,n_tiles_top1_ge_0.50
TCGA-XF-A9SJ-01Z-00-DX1.AED4FF1B-441D-47EE-B7E5-CC6C595D3D98_tiles.jsonl,TCGA-XF-A9SJ,Perivesical adipose tissue (extravesical fat),14925,14465
TCGA-XF-A9SK-01Z-00-DX1.1D198106-323F-463B-832B-CB3A03E7B343_tiles.jsonl,TCGA-XF-A9SK,Blood vessels (vasculature),4426,4129
TCGA-XF-A9SK-01Z-00-DX1.1D198106-323F-463B-832B-CB3A03E7B343_tiles.jsonl,TCGA-XF-A9SK,Inflammatory infiltrates (immune cells),1365,1103
TCGA-XF-A9SK-01Z-00-DX1.1D198106-323F-463B-832B-CB3A03E7B343_tiles.jsonl,TCGA-XF-A9SK,Invasive urothelial carcinoma (tumor),33898,33383
TCGA-XF-A9SK-01Z-00-DX1.1D198106-323F-463B-832B-CB3A03E7B343_tiles.jsonl,TCGA-XF-A9SK,Lamina propria (fibrovascular stroma),5531,4854
TCGA-XF-A9SK-01Z-00-DX1.1D198106-323F-463B-832B-CB3A03E7B343_tiles.jsonl,TCGA-XF-A9SK,Muscularis propria (detrusor muscle),8933,7953
TCGA-XF-A9SK-01Z-00-DX1.1D198106-323F-463B-832B-CB3A03E7B343_tiles.jsonl,TCGA-XF-A9SK,Necrosis,639,559
TCGA-XF-A9SK-01Z-00-DX1.1D198106-323F-463B-832B-CB3A03E7B343_tiles.jsonl,TCGA-XF-A9SK,Normal urothelium (benign mucosa),2625,2384
TCGA-XF-A9SK-01Z-00-DX1.1D198106-323F-463B-832B-CB3A03E7B343_tiles.jsonl,TCGA-XF-A9SK,Perivesical adipose tissue (extravesical fat),9143,8922
TCGA-XF-A9SL-01Z-00-DX1.AA56A70C-28E1-4140-9B15-72AB0D5051A6_tiles.jsonl,TCGA-XF-A9SL,Blood vessels (vasculature),14116,13449
TCGA-XF-A9SL-01Z-00-DX1.AA56A70C-28E1-4140-9B15-72AB0D5051A6_tiles.jsonl,TCGA-XF-A9SL,Inflammatory infiltrates (immune cells),297,237
TCGA-XF-A9SL-01Z-00-DX1.AA56A70C-28E1-4140-9B15-72AB0D5051A6_tiles.jsonl,TCGA-XF-A9SL,Invasive urothelial carcinoma (tumor),1084,974
TCGA-XF-A9SL-01Z-00-DX1.AA56A70C-28E1-4140-9B15-72AB0D5051A6_tiles.jsonl,TCGA-XF-A9SL,Lamina propria (fibrovascular stroma),2590,2171
TCGA-XF-A9SL-01Z-00-DX1.AA56A70C-28E1-4140-9B15-72AB0D5051A6_tiles.jsonl,TCGA-XF-A9SL,Muscularis propria (detrusor muscle),4202,3531
TCGA-XF-A9SL-01Z-00-DX1.AA56A70C-28E1-4140-9B15-72AB0D5051A6_tiles.jsonl,TCGA-XF-A9SL,Necrosis,112,101
TCGA-XF-A9SL-01Z-00-DX1.AA56A70C-28E1-4140-9B15-72AB0D5051A6_tiles.jsonl,TCGA-XF-A9SL,Normal urothelium (benign mucosa),19661,18852
TCGA-XF-A9SL-01Z-00-DX1.AA56A70C-28E1-4140-9B15-72AB0D5051A6_tiles.jsonl,TCGA-XF-A9SL,Perivesical adipose tissue (extravesical fat),9138,8748
TCGA-XF-A9SM-01Z-00-DX1.7AADC753-E07E-44A5-91EC-D1740ED5A168_tiles.jsonl,TCGA-XF-A9SM,Blood vessels (vasculature),4231,3921
TCGA-XF-A9SM-01Z-00-DX1.7AADC753-E07E-44A5-91EC-D1740ED5A168_tiles.jsonl,TCGA-XF-A9SM,Inflammatory infiltrates (immune cells),2201,1861
TCGA-XF-A9SM-01Z-00-DX1.7AADC753-E07E-44A5-91EC-D1740ED5A168_tiles.jsonl,TCGA-XF-A9SM,Invasive urothelial carcinoma (tumor),25078,24500
TCGA-XF-A9SM-01Z-00-DX1.7AADC753-E07E-44A5-91EC-D1740ED5A168_tiles.jsonl,TCGA-XF-A9SM,Lamina propria (fibrovascular stroma),4861,4044
TCGA-XF-A9SM-01Z-00-DX1.7AADC753-E07E-44A5-91EC-D1740ED5A168_tiles.jsonl,TCGA-XF-A9SM,Muscularis propria (detrusor muscle),4442,3663
TCGA-XF-A9SM-01Z-00-DX1.7AADC753-E07E-44A5-91EC-D1740ED5A168_tiles.jsonl,TCGA-XF-A9SM,Necrosis,10747,10627
TCGA-XF-A9SM-01Z-00-DX1.7AADC753-E07E-44A5-91EC-D1740ED5A168_tiles.jsonl,TCGA-XF-A9SM,Normal urothelium (benign mucosa),5937,5561
TCGA-XF-A9SM-01Z-00-DX1.7AADC753-E07E-44A5-91EC-D1740ED5A168_tiles.jsonl,TCGA-XF-A9SM,Perivesical adipose tissue (extravesical fat),9063,8646
TCGA-XF-A9SP-01Z-00-DX1.7F3BF700-89AD-4045-AFCD-C94F1F959B41_tiles.jsonl,TCGA-XF-A9SP,Blood vessels (vasculature),10680,9921
TCGA-XF-A9SP-01Z-00-DX1.7F3BF700-89AD-4045-AFCD-C94F1F959B41_tiles.jsonl,TCGA-XF-A9SP,Inflammatory infiltrates (immune cells),876,701
TCGA-XF-A9SP-01Z-00-DX1.7F3BF700-89AD-4045-AFCD-C94F1F959B41_tiles.jsonl,TCGA-XF-A9SP,Invasive urothelial carcinoma (tumor),14278,13850
TCGA-XF-A9SP-01Z-00-DX1.7F3BF700-89AD-4045-AFCD-C94F1F959B41_tiles.jsonl,TCGA-XF-A9SP,Lamina propria (fibrovascular stroma),8883,7843
TCGA-XF-A9SP-01Z-00-DX1.7F3BF700-89AD-4045-AFCD-C94F1F959B41_tiles.jsonl,TCGA-XF-A9SP,Muscularis propria (detrusor muscle),6328,5240
TCGA-XF-A9SP-01Z-00-DX1.7F3BF700-89AD-4045-AFCD-C94F1F959B41_tiles.jsonl,TCGA-XF-A9SP,Necrosis,400,340
TCGA-XF-A9SP-01Z-00-DX1.7F3BF700-89AD-4045-AFCD-C94F1F959B41_tiles.jsonl,TCGA-XF-A9SP,Normal urothelium (benign mucosa),8515,7794
TCGA-XF-A9SP-01Z-00-DX1.7F3BF700-89AD-4045-AFCD-C94F1F959B41_tiles.jsonl,TCGA-XF-A9SP,Perivesical adipose tissue (extravesical fat),6360,6018
TCGA-XF-A9ST-01Z-00-DX1.C135C4EB-6A64-4B9E-A8A0-87B72594568C_tiles.jsonl,TCGA-XF-A9ST,Blood vessels (vasculature),9607,9287
TCGA-XF-A9ST-01Z-00-DX1.C135C4EB-6A64-4B9E-A8A0-87B72594568C_tiles.jsonl,TCGA-XF-A9ST,Inflammatory infiltrates (immune cells),135,91
TCGA-XF-A9ST-01Z-00-DX1.C135C4EB-6A64-4B9E-A8A0-87B72594568C_tiles.jsonl,TCGA-XF-A9ST,Invasive urothelial carcinoma (tumor),2712,2588
TCGA-XF-A9ST-01Z-00-DX1.C135C4EB-6A64-4B9E-A8A0-87B72594568C_tiles.jsonl,TCGA-XF-A9ST,Lamina propria (fibrovascular stroma),1,1
TCGA-XF-A9ST-01Z-00-DX1.C135C4EB-6A64-4B9E-A8A0-87B72594568C_tiles.jsonl,TCGA-XF-A9ST,Muscularis propria (detrusor muscle),95,64
TCGA-XF-A9ST-01Z-00-DX1.C135C4EB-6A64-4B9E-A8A0-87B72594568C_tiles.jsonl,TCGA-XF-A9ST,Necrosis,16322,15997
TCGA-XF-A9ST-01Z-00-DX1.C135C4EB-6A64-4B9E-A8A0-87B72594568C_tiles.jsonl,TCGA-XF-A9ST,Normal urothelium (benign mucosa),1539,1314
TCGA-XF-A9ST-01Z-00-DX1.C135C4EB-6A64-4B9E-A8A0-87B72594568C_tiles.jsonl,TCGA-XF-A9ST,Perivesical adipose tissue (extravesical fat),309,271
TCGA-XF-A9SU-01Z-00-DX1.35E2DDBE-5BB9-443B-A3D5-20F77D1C6B92_tiles.jsonl,TCGA-XF-A9SU,Blood vessels (vasculature),11694,10823
TCGA-XF-A9SU-01Z-00-DX1.35E2DDBE-5BB9-443B-A3D5-20F77D1C6B92_tiles.jsonl,TCGA-XF-A9SU,Inflammatory infiltrates (immune cells),1401,1186
TCGA-XF-A9SU-01Z-00-DX1.35E2DDBE-5BB9-443B-A3D5-20F77D1C6B92_tiles.jsonl,TCGA-XF-A9SU,Invasive urothelial carcinoma (tumor),2430,2298
TCGA-XF-A9SU-01Z-00-DX1.35E2DDBE-5BB9-443B-A3D5-20F77D1C6B92_tiles.jsonl,TCGA-XF-A9SU,Lamina propria (fibrovascular stroma),2991,2509
TCGA-XF-A9SU-01Z-00-DX1.35E2DDBE-5BB9-443B-A3D5-20F77D1C6B92_tiles.jsonl,TCGA-XF-A9SU,Muscularis propria (detrusor muscle),3200,2583
TCGA-XF-A9SU-01Z-00-DX1.35E2DDBE-5BB9-443B-A3D5-20F77D1C6B92_tiles.jsonl,TCGA-XF-A9SU,Necrosis,961,882
TCGA-XF-A9SU-01Z-00-DX1.35E2DDBE-5BB9-443B-A3D5-20F77D1C6B92_tiles.jsonl,TCGA-XF-A9SU,Normal urothelium (benign mucosa),20064,19043
TCGA-XF-A9SU-01Z-00-DX1.35E2DDBE-5BB9-443B-A3D5-20F77D1C6B92_tiles.jsonl,TCGA-XF-A9SU,Perivesical adipose tissue (extravesical fat),8459,8004
TCGA-XF-A9SV-01Z-00-DX1.2ACAA181-2EFA-4E63-B692-D968BCC56031_tiles.jsonl,TCGA-XF-A9SV,Blood vessels (vasculature),25637,24255
TCGA-XF-A9SV-01Z-00-DX1.2ACAA181-2EFA-4E63-B692-D968BCC56031_tiles.jsonl,TCGA-XF-A9SV,Inflammatory infiltrates (immune cells),1586,1326
TCGA-XF-A9SV-01Z-00-DX1.2ACAA181-2EFA-4E63-B692-D968BCC56031_tiles.jsonl,TCGA-XF-A9SV,Invasive urothelial carcinoma (tumor),8563,8322
TCGA-XF-A9SV-01Z-00-DX1.2ACAA181-2EFA-4E63-B692-D968BCC56031_tiles.jsonl,TCGA-XF-A9SV,Lamina propria (fibrovascular stroma),7016,5879
TCGA-XF-A9SV-01Z-00-DX1.2ACAA181-2EFA-4E63-B692-D968BCC56031_tiles.jsonl,TCGA-XF-A9SV,Muscularis propria (detrusor muscle),3970,2996
TCGA-XF-A9SV-01Z-00-DX1.2ACAA181-2EFA-4E63-B692-D968BCC56031_tiles.jsonl,TCGA-XF-A9SV,Necrosis,11,8
TCGA-XF-A9SV-01Z-00-DX1.2ACAA181-2EFA-4E63-B692-D968BCC56031_tiles.jsonl,TCGA-XF-A9SV,Normal urothelium (benign mucosa),31862,30458
TCGA-XF-A9SV-01Z-00-DX1.2ACAA181-2EFA-4E63-B692-D968BCC56031_tiles.jsonl,TCGA-XF-A9SV,Perivesical adipose tissue (extravesical fat),3275,2848
TCGA-XF-A9SW-01Z-00-DX1.3FC62DD6-E5D2-4F74-A937-A2A62946E5C0_tiles.jsonl,TCGA-XF-A9SW,Blood vessels (vasculature),14435,13373
TCGA-XF-A9SW-01Z-00-DX1.3FC62DD6-E5D2-4F74-A937-A2A62946E5C0_tiles.jsonl,TCGA-XF-A9SW,Inflammatory infiltrates (immune cells),1683,1409
TCGA-XF-A9SW-01Z-00-DX1.3FC62DD6-E5D2-4F74-A937-A2A62946E5C0_tiles.jsonl,TCGA-XF-A9SW,Invasive urothelial carcinoma (tumor),4780,4562
TCGA-XF-A9SW-01Z-00-DX1.3FC62DD6-E5D2-4F74-A937-A2A62946E5C0_tiles.jsonl,TCGA-XF-A9SW,Lamina propria (fibrovascular stroma),10848,9586
TCGA-XF-A9SW-01Z-00-DX1.3FC62DD6-E5D2-4F74-A937-A2A62946E5C0_tiles.jsonl,TCGA-XF-A9SW,Muscularis propria (detrusor muscle),5732,4631
TCGA-XF-A9SW-01Z-00-DX1.3FC62DD6-E5D2-4F74-A937-A2A62946E5C0_tiles.jsonl,TCGA-XF-A9SW,Necrosis,153,133
TCGA-XF-A9SW-01Z-00-DX1.3FC62DD6-E5D2-4F74-A937-A2A62946E5C0_tiles.jsonl,TCGA-XF-A9SW,Normal urothelium (benign mucosa),4337,3631
TCGA-XF-A9SW-01Z-00-DX1.3FC62DD6-E5D2-4F74-A937-A2A62946E5C0_tiles.jsonl,TCGA-XF-A9SW,Perivesical adipose tissue (extravesical fat),4112,3732
TCGA-XF-A9SX-01Z-00-DX1.6DB4572E-915C-491F-BE68-99C019799E20_tiles.jsonl,TCGA-XF-A9SX,Blood vessels (vasculature),6795,6223
TCGA-XF-A9SX-01Z-00-DX1.6DB4572E-915C-491F-BE68-99C019799E20_tiles.jsonl,TCGA-XF-A9SX,Inflammatory infiltrates (immune cells),2861,2499
TCGA-XF-A9SX-01Z-00-DX1.6DB4572E-915C-491F-BE68-99C019799E20_tiles.jsonl,TCGA-XF-A9SX,Invasive urothelial carcinoma (tumor),17819,17504
TCGA-XF-A9SX-01Z-00-DX1.6DB4572E-915C-491F-BE68-99C019799E20_tiles.jsonl,TCGA-XF-A9SX,Lamina propria (fibrovascular stroma),2904,2330
TCGA-XF-A9SX-01Z-00-DX1.6DB4572E-915C-491F-BE68-99C019799E20_tiles.jsonl,TCGA-XF-A9SX,Muscularis propria (detrusor muscle),1810,1285
TCGA-XF-A9SX-01Z-00-DX1.6DB4572E-915C-491F-BE68-99C019799E20_tiles.jsonl,TCGA-XF-A9SX,Necrosis,1002,970
TCGA-XF-A9SX-01Z-00-DX1.6DB4572E-915C-491F-BE68-99C019799E20_tiles.jsonl,TCGA-XF-A9SX,Normal urothelium (benign mucosa),6482,6047
TCGA-XF-A9SX-01Z-00-DX1.6DB4572E-915C-491F-BE68-99C019799E20_tiles.jsonl,TCGA-XF-A9SX,Perivesical adipose tissue (extravesical fat),6407,5902
TCGA-XF-A9SY-01Z-00-DX1.758C5D9F-274B-4D4A-92D3-78728CB35139_tiles.jsonl,TCGA-XF-A9SY,Blood vessels (vasculature),7914,7280
TCGA-XF-A9SY-01Z-00-DX1.758C5D9F-274B-4D4A-92D3-78728CB35139_tiles.jsonl,TCGA-XF-A9SY,Inflammatory infiltrates (immune cells),5437,4691
TCGA-XF-A9SY-01Z-00-DX1.758C5D9F-274B-4D4A-92D3-78728CB35139_tiles.jsonl,TCGA-XF-A9SY,Invasive urothelial carcinoma (tumor),10709,10131
TCGA-XF-A9SY-01Z-00-DX1.758C5D9F-274B-4D4A-92D3-78728CB35139_tiles.jsonl,TCGA-XF-A9SY,Lamina propria (fibrovascular stroma),4635,3827
TCGA-XF-A9SY-01Z-00-DX1.758C5D9F-274B-4D4A-92D3-78728CB35139_tiles.jsonl,TCGA-XF-A9SY,Muscularis propria (detrusor muscle),6693,5531
TCGA-XF-A9SY-01Z-00-DX1.758C5D9F-274B-4D4A-92D3-78728CB35139_tiles.jsonl,TCGA-XF-A9SY,Necrosis,12418,12183
TCGA-XF-A9SY-01Z-00-DX1.758C5D9F-274B-4D4A-92D3-78728CB35139_tiles.jsonl,TCGA-XF-A9SY,Normal urothelium (benign mucosa),7148,6751
TCGA-XF-A9SY-01Z-00-DX1.758C5D9F-274B-4D4A-92D3-78728CB35139_tiles.jsonl,TCGA-XF-A9SY,Perivesical adipose tissue (extravesical fat),11606,11115
TCGA-XF-A9SZ-01Z-00-DX1.42A301F5-42E9-4618-A85A-51C1AEC8B8D1_tiles.jsonl,TCGA-XF-A9SZ,Blood vessels (vasculature),19602,18544
TCGA-XF-A9SZ-01Z-00-DX1.42A301F5-42E9-4618-A85A-51C1AEC8B8D1_tiles.jsonl,TCGA-XF-A9SZ,Inflammatory infiltrates (immune cells),1565,1227
TCGA-XF-A9SZ-01Z-00-DX1.42A301F5-42E9-4618-A85A-51C1AEC8B8D1_tiles.jsonl,TCGA-XF-A9SZ,Invasive urothelial carcinoma (tumor),16456,15775
TCGA-XF-A9SZ-01Z-00-DX1.42A301F5-42E9-4618-A85A-51C1AEC8B8D1_tiles.jsonl,TCGA-XF-A9SZ,Lamina propria (fibrovascular stroma),5340,4401
TCGA-XF-A9SZ-01Z-00-DX1.42A301F5-42E9-4618-A85A-51C1AEC8B8D1_tiles.jsonl,TCGA-XF-A9SZ,Muscularis propria (detrusor muscle),5756,4719
TCGA-XF-A9SZ-01Z-00-DX1.42A301F5-42E9-4618-A85A-51C1AEC8B8D1_tiles.jsonl,TCGA-XF-A9SZ,Necrosis,4052,3820
TCGA-XF-A9SZ-01Z-00-DX1.42A301F5-42E9-4618-A85A-51C1AEC8B8D1_tiles.jsonl,TCGA-XF-A9SZ,Normal urothelium (benign mucosa),6532,5918
TCGA-XF-A9SZ-01Z-00-DX1.42A301F5-42E9-4618-A85A-51C1AEC8B8D1_tiles.jsonl,TCGA-XF-A9SZ,Perivesical adipose tissue (extravesical fat),17497,16662
TCGA-XF-A9T0-01Z-00-DX1.63C52F23-3DE3-4D3A-914E-E7F3CB23D410_tiles.jsonl,TCGA-XF-A9T0,Blood vessels (vasculature),7281,6645
TCGA-XF-A9T0-01Z-00-DX1.63C52F23-3DE3-4D3A-914E-E7F3CB23D410_tiles.jsonl,TCGA-XF-A9T0,Inflammatory infiltrates (immune cells),1272,1006
TCGA-XF-A9T0-01Z-00-DX1.63C52F23-3DE3-4D3A-914E-E7F3CB23D410_tiles.jsonl,TCGA-XF-A9T0,Invasive urothelial carcinoma (tumor),19808,19078
TCGA-XF-A9T0-01Z-00-DX1.63C52F23-3DE3-4D3A-914E-E7F3CB23D410_tiles.jsonl,TCGA-XF-A9T0,Lamina propria (fibrovascular stroma),4279,3473
TCGA-XF-A9T0-01Z-00-DX1.63C52F23-3DE3-4D3A-914E-E7F3CB23D410_tiles.jsonl,TCGA-XF-A9T0,Muscularis propria (detrusor muscle),6465,5304
TCGA-XF-A9T0-01Z-00-DX1.63C52F23-3DE3-4D3A-914E-E7F3CB23D410_tiles.jsonl,TCGA-XF-A9T0,Necrosis,1542,1432
TCGA-XF-A9T0-01Z-00-DX1.63C52F23-3DE3-4D3A-914E-E7F3CB23D410_tiles.jsonl,TCGA-XF-A9T0,Normal urothelium (benign mucosa),4275,3750
TCGA-XF-A9T0-01Z-00-DX1.63C52F23-3DE3-4D3A-914E-E7F3CB23D410_tiles.jsonl,TCGA-XF-A9T0,Perivesical adipose tissue (extravesical fat),6278,5885
TCGA-XF-A9T2-01Z-00-DX1.E33F796C-46EB-44C4-AC65-ED6098EE3043_tiles.jsonl,TCGA-XF-A9T2,Blood vessels (vasculature),10876,10054
TCGA-XF-A9T2-01Z-00-DX1.E33F796C-46EB-44C4-AC65-ED6098EE3043_tiles.jsonl,TCGA-XF-A9T2,Inflammatory infiltrates (immune cells),813,654
TCGA-XF-A9T2-01Z-00-DX1.E33F796C-46EB-44C4-AC65-ED6098EE3043_tiles.jsonl,TCGA-XF-A9T2,Invasive urothelial carcinoma (tumor),30114,29278
TCGA-XF-A9T2-01Z-00-DX1.E33F796C-46EB-44C4-AC65-ED6098EE3043_tiles.jsonl,TCGA-XF-A9T2,Lamina propria (fibrovascular stroma),9956,8509
TCGA-XF-A9T2-01Z-00-DX1.E33F796C-46EB-44C4-AC65-ED6098EE3043_tiles.jsonl,TCGA-XF-A9T2,Muscularis propria (detrusor muscle),9278,7891
TCGA-XF-A9T2-01Z-00-DX1.E33F796C-46EB-44C4-AC65-ED6098EE3043_tiles.jsonl,TCGA-XF-A9T2,Necrosis,6078,5908
TCGA-XF-A9T2-01Z-00-DX1.E33F796C-46EB-44C4-AC65-ED6098EE3043_tiles.jsonl,TCGA-XF-A9T2,Normal urothelium (benign mucosa),9292,8152
TCGA-XF-A9T2-01Z-00-DX1.E33F796C-46EB-44C4-AC65-ED6098EE3043_tiles.jsonl,TCGA-XF-A9T2,Perivesical adipose tissue (extravesical fat),5513,5263
TCGA-XF-A9T3-01Z-00-DX1.408F9901-F442-420B-BE89-ADBD01D1E256_tiles.jsonl,TCGA-XF-A9T3,Blood vessels (vasculature),5396,4963
TCGA-XF-A9T3-01Z-00-DX1.408F9901-F442-420B-BE89-ADBD01D1E256_tiles.jsonl,TCGA-XF-A9T3,Inflammatory infiltrates (immune cells),1877,1506
TCGA-XF-A9T3-01Z-00-DX1.408F9901-F442-420B-BE89-ADBD01D1E256_tiles.jsonl,TCGA-XF-A9T3,Invasive urothelial carcinoma (tumor),28546,28040
TCGA-XF-A9T3-01Z-00-DX1.408F9901-F442-420B-BE89-ADBD01D1E256_tiles.jsonl,TCGA-XF-A9T3,Lamina propria (fibrovascular stroma),4506,3728
TCGA-XF-A9T3-01Z-00-DX1.408F9901-F442-420B-BE89-ADBD01D1E256_tiles.jsonl,TCGA-XF-A9T3,Muscularis propria (detrusor muscle),4544,3712
TCGA-XF-A9T3-01Z-00-DX1.408F9901-F442-420B-BE89-ADBD01D1E256_tiles.jsonl,TCGA-XF-A9T3,Necrosis,3626,3471
TCGA-XF-A9T3-01Z-00-DX1.408F9901-F442-420B-BE89-ADBD01D1E256_tiles.jsonl,TCGA-XF-A9T3,Normal urothelium (benign mucosa),2613,2285
TCGA-XF-A9T3-01Z-00-DX1.408F9901-F442-420B-BE89-ADBD01D1E256_tiles.jsonl,TCGA-XF-A9T3,Perivesical adipose tissue (extravesical fat),10332,9874
TCGA-XF-A9T4-01Z-00-DX1.1F44D95D-E341-4FBA-BCB5-43E89E6C359E_tiles.jsonl,TCGA-XF-A9T4,Blood vessels (vasculature),7357,6848
TCGA-XF-A9T4-01Z-00-DX1.1F44D95D-E341-4FBA-BCB5-43E89E6C359E_tiles.jsonl,TCGA-XF-A9T4,Inflammatory infiltrates (immune cells),1249,1066
TCGA-XF-A9T4-01Z-00-DX1.1F44D95D-E341-4FBA-BCB5-43E89E6C359E_tiles.jsonl,TCGA-XF-A9T4,Invasive urothelial carcinoma (tumor),19376,18830
TCGA-XF-A9T4-01Z-00-DX1.1F44D95D-E341-4FBA-BCB5-43E89E6C359E_tiles.jsonl,TCGA-XF-A9T4,Lamina propria (fibrovascular stroma),5817,5094
TCGA-XF-A9T4-01Z-00-DX1.1F44D95D-E341-4FBA-BCB5-43E89E6C359E_tiles.jsonl,TCGA-XF-A9T4,Muscularis propria (detrusor muscle),4255,3618
TCGA-XF-A9T4-01Z-00-DX1.1F44D95D-E341-4FBA-BCB5-43E89E6C359E_tiles.jsonl,TCGA-XF-A9T4,Necrosis,742,660
TCGA-XF-A9T4-01Z-00-DX1.1F44D95D-E341-4FBA-BCB5-43E89E6C359E_tiles.jsonl,TCGA-XF-A9T4,Normal urothelium (benign mucosa),4875,4411
TCGA-XF-A9T4-01Z-00-DX1.1F44D95D-E341-4FBA-BCB5-43E89E6C359E_tiles.jsonl,TCGA-XF-A9T4,Perivesical adipose tissue (extravesical fat),2409,2261
TCGA-XF-A9T5-01Z-00-DX1.B0A44AF2-B075-4280-809E-DDACCDB20E3D_tiles.jsonl,TCGA-XF-A9T5,Blood vessels (vasculature),14751,14094
TCGA-XF-A9T5-01Z-00-DX1.B0A44AF2-B075-4280-809E-DDACCDB20E3D_tiles.jsonl,TCGA-XF-A9T5,Inflammatory infiltrates (immune cells),2041,1796
TCGA-XF-A9T5-01Z-00-DX1.B0A44AF2-B075-4280-809E-DDACCDB20E3D_tiles.jsonl,TCGA-XF-A9T5,Invasive urothelial carcinoma (tumor),6600,6537
TCGA-XF-A9T5-01Z-00-DX1.B0A44AF2-B075-4280-809E-DDACCDB20E3D_tiles.jsonl,TCGA-XF-A9T5,Lamina propria (fibrovascular stroma),3155,2731
TCGA-XF-A9T5-01Z-00-DX1.B0A44AF2-B075-4280-809E-DDACCDB20E3D_tiles.jsonl,TCGA-XF-A9T5,Muscularis propria (detrusor muscle),1353,1024
TCGA-XF-A9T5-01Z-00-DX1.B0A44AF2-B075-4280-809E-DDACCDB20E3D_tiles.jsonl,TCGA-XF-A9T5,Necrosis,42,34
TCGA-XF-A9T5-01Z-00-DX1.B0A44AF2-B075-4280-809E-DDACCDB20E3D_tiles.jsonl,TCGA-XF-A9T5,Normal urothelium (benign mucosa),12823,12246
TCGA-XF-A9T5-01Z-00-DX1.B0A44AF2-B075-4280-809E-DDACCDB20E3D_tiles.jsonl,TCGA-XF-A9T5,Perivesical adipose tissue (extravesical fat),5315,5058
TCGA-XF-A9T6-01Z-00-DX1.57AE17FC-DB4C-4D2B-A53F-A259E8482064_tiles.jsonl,TCGA-XF-A9T6,Blood vessels (vasculature),12420,11754
TCGA-XF-A9T6-01Z-00-DX1.57AE17FC-DB4C-4D2B-A53F-A259E8482064_tiles.jsonl,TCGA-XF-A9T6,Inflammatory infiltrates (immune cells),639,497
TCGA-XF-A9T6-01Z-00-DX1.57AE17FC-DB4C-4D2B-A53F-A259E8482064_tiles.jsonl,TCGA-XF-A9T6,Invasive urothelial carcinoma (tumor),46983,46450
TCGA-XF-A9T6-01Z-00-DX1.57AE17FC-DB4C-4D2B-A53F-A259E8482064_tiles.jsonl,TCGA-XF-A9T6,Lamina propria (fibrovascular stroma),8276,7217
TCGA-XF-A9T6-01Z-00-DX1.57AE17FC-DB4C-4D2B-A53F-A259E8482064_tiles.jsonl,TCGA-XF-A9T6,Muscularis propria (detrusor muscle),10198,9216
TCGA-XF-A9T6-01Z-00-DX1.57AE17FC-DB4C-4D2B-A53F-A259E8482064_tiles.jsonl,TCGA-XF-A9T6,Necrosis,1579,1485
TCGA-XF-A9T6-01Z-00-DX1.57AE17FC-DB4C-4D2B-A53F-A259E8482064_tiles.jsonl,TCGA-XF-A9T6,Normal urothelium (benign mucosa),6373,5841
TCGA-XF-A9T6-01Z-00-DX1.57AE17FC-DB4C-4D2B-A53F-A259E8482064_tiles.jsonl,TCGA-XF-A9T6,Perivesical adipose tissue (extravesical fat),10812,10542
TCGA-XF-A9T8-01Z-00-DX1.C18E4176-C0C1-4F5A-B128-23DF5CE77C05_tiles.jsonl,TCGA-XF-A9T8,Blood vessels (vasculature),5960,5556
TCGA-XF-A9T8-01Z-00-DX1.C18E4176-C0C1-4F5A-B128-23DF5CE77C05_tiles.jsonl,TCGA-XF-A9T8,Inflammatory infiltrates (immune cells),572,445
TCGA-XF-A9T8-01Z-00-DX1.C18E4176-C0C1-4F5A-B128-23DF5CE77C05_tiles.jsonl,TCGA-XF-A9T8,Invasive urothelial carcinoma (tumor),25158,24700
TCGA-XF-A9T8-01Z-00-DX1.C18E4176-C0C1-4F5A-B128-23DF5CE77C05_tiles.jsonl,TCGA-XF-A9T8,Lamina propria (fibrovascular stroma),5128,4428
TCGA-XF-A9T8-01Z-00-DX1.C18E4176-C0C1-4F5A-B128-23DF5CE77C05_tiles.jsonl,TCGA-XF-A9T8,Muscularis propria (detrusor muscle),3127,2528
TCGA-XF-A9T8-01Z-00-DX1.C18E4176-C0C1-4F5A-B128-23DF5CE77C05_tiles.jsonl,TCGA-XF-A9T8,Necrosis,6332,6044
TCGA-XF-A9T8-01Z-00-DX1.C18E4176-C0C1-4F5A-B128-23DF5CE77C05_tiles.jsonl,TCGA-XF-A9T8,Normal urothelium (benign mucosa),3878,3425
TCGA-XF-A9T8-01Z-00-DX1.C18E4176-C0C1-4F5A-B128-23DF5CE77C05_tiles.jsonl,TCGA-XF-A9T8,Perivesical adipose tissue (extravesical fat),1045,887
TCGA-XF-AAME-01Z-00-DX1.90E1555F-CBAF-434C-9C7E-5BAC38069AC7_tiles.jsonl,TCGA-XF-AAME,Blood vessels (vasculature),12767,11864
TCGA-XF-AAME-01Z-00-DX1.90E1555F-CBAF-434C-9C7E-5BAC38069AC7_tiles.jsonl,TCGA-XF-AAME,Inflammatory infiltrates (immune cells),250,164
TCGA-XF-AAME-01Z-00-DX1.90E1555F-CBAF-434C-9C7E-5BAC38069AC7_tiles.jsonl,TCGA-XF-AAME,Invasive urothelial carcinoma (tumor),1797,1539
TCGA-XF-AAME-01Z-00-DX1.90E1555F-CBAF-434C-9C7E-5BAC38069AC7_tiles.jsonl,TCGA-XF-AAME,Lamina propria (fibrovascular stroma),9367,8233
