slide,case,compartment,n_tiles,n_tiles_top1_ge_0.50
TCGA-D8-A1XU-01Z-00-DX1.769DBC38-6F0D-425B-A904-79EBA1C119EF_tiles.jsonl,TCGA-D8-A1XU,Ductal carcinoma in situ (DCIS),689,582
TCGA-D8-A1XU-01Z-00-DX1.769DBC38-6F0D-425B-A904-79EBA1C119EF_tiles.jsonl,TCGA-D8-A1XU,Fibrous desmoplastic stroma,9333,8631
TCGA-D8-A1XU-01Z-00-DX1.769DBC38-6F0D-425B-A904-79EBA1C119EF_tiles.jsonl,TCGA-D8-A1XU,Invasive breast carcinoma (tumor cells),1849,1493
TCGA-D8-A1XU-01Z-00-DX1.769DBC38-6F0D-425B-A904-79EBA1C119EF_tiles.jsonl,TCGA-D8-A1XU,Muscle tissue (smooth or skeletal muscle),2467,2145
TCGA-D8-A1XU-01Z-00-DX1.769DBC38-6F0D-425B-A904-79EBA1C119EF_tiles.jsonl,TCGA-D8-A1XU,Necrosis or hemorrhage,15,12
TCGA-D8-A1XU-01Z-00-DX1.769DBC38-6F0D-425B-A904-79EBA1C119EF_tiles.jsonl,TCGA-D8-A1XU,Normal breast glands and lobules (TDLU),2454,2140
TCGA-D8-A1XU-01Z-00-DX1.769DBC38-6F0D-425B-A904-79EBA1C119EF_tiles.jsonl,TCGA-D8-A1XU,Tumor-infiltrating lymphocytes (immune infiltrates),439,307
TCGA-D8-A1XV-01Z-00-DX1.D0D78B02-2A0D-4107-8083-D2FE1D3F1207_tiles.jsonl,TCGA-D8-A1XV,Adipose tissue (fat),15683,15019
TCGA-D8-A1XV-01Z-00-DX1.D0D78B02-2A0D-4107-8083-D2FE1D3F1207_tiles.jsonl,TCGA-D8-A1XV,Blood vessels (vasculature),3502,3144
TCGA-D8-A1XV-01Z-00-DX1.D0D78B02-2A0D-4107-8083-D2FE1D3F1207_tiles.jsonl,TCGA-D8-A1XV,Ductal carcinoma in situ (DCIS),1001,887
TCGA-D8-A1XV-01Z-00-DX1.D0D78B02-2A0D-4107-8083-D2FE1D3F1207_tiles.jsonl,TCGA-D8-A1XV,Fibrous desmoplastic stroma,1989,1659
TCGA-D8-A1XV-01Z-00-DX1.D0D78B02-2A0D-4107-8083-D2FE1D3F1207_tiles.jsonl,TCGA-D8-A1XV,Invasive breast carcinoma (tumor cells),1420,1119
TCGA-D8-A1XV-01Z-00-DX1.D0D78B02-2A0D-4107-8083-D2FE1D3F1207_tiles.jsonl,TCGA-D8-A1XV,Muscle tissue (smooth or skeletal muscle),2865,2491
TCGA-D8-A1XV-01Z-00-DX1.D0D78B02-2A0D-4107-8083-D2FE1D3F1207_tiles.jsonl,TCGA-D8-A1XV,Necrosis or hemorrhage,23,22
TCGA-D8-A1XV-01Z-00-DX1.D0D78B02-2A0D-4107-8083-D2FE1D3F1207_tiles.jsonl,TCGA-D8-A1XV,Normal breast glands and lobules (TDLU),9446,8733
TCGA-D8-A1XV-01Z-00-DX1.D0D78B02-2A0D-4107-8083-D2FE1D3F1207_tiles.jsonl,TCGA-D8-A1XV,Tumor-infiltrating lymphocytes (immune infiltrates),330,251
TCGA-D8-A1XW-01Z-00-DX1.10187A1F-086B-4CD9-AC01-ADA2E435CD34_tiles.jsonl,TCGA-D8-A1XW,Adipose tissue (fat),14284,13473
TCGA-D8-A1XW-01Z-00-DX1.10187A1F-086B-4CD9-AC01-ADA2E435CD34_tiles.jsonl,TCGA-D8-A1XW,Blood vessels (vasculature),24279,23201
TCGA-D8-A1XW-01Z-00-DX1.10187A1F-086B-4CD9-AC01-ADA2E435CD34_tiles.jsonl,TCGA-D8-A1XW,Ductal carcinoma in situ (DCIS),142,102
TCGA-D8-A1XW-01Z-00-DX1.10187A1F-086B-4CD9-AC01-ADA2E435CD34_tiles.jsonl,TCGA-D8-A1XW,Fibrous desmoplastic stroma,2333,1949
TCGA-D8-A1XW-01Z-00-DX1.10187A1F-086B-4CD9-AC01-ADA2E435CD34_tiles.jsonl,TCGA-D8-A1XW,Invasive breast carcinoma (tumor cells),331,202
TCGA-D8-A1XW-01Z-00-DX1.10187A1F-086B-4CD9-AC01-ADA2E435CD34_tiles.jsonl,TCGA-D8-A1XW,Muscle tissue (smooth or skeletal muscle),1004,804
TCGA-D8-A1XW-01Z-00-DX1.10187A1F-086B-4CD9-AC01-ADA2E435CD34_tiles.jsonl,TCGA-D8-A1XW,Necrosis or hemorrhage,1080,1036
TCGA-D8-A1XW-01Z-00-DX1.10187A1F-086B-4CD9-AC01-ADA2E435CD34_tiles.jsonl,TCGA-D8-A1XW,Normal breast glands and lobules (TDLU),7822,6976
TCGA-D8-A1XW-01Z-00-DX1.10187A1F-086B-4CD9-AC01-ADA2E435CD34_tiles.jsonl,TCGA-D8-A1XW,Tumor-infiltrating lymphocytes (immune infiltrates),1267,1016
TCGA-D8-A1XY-01Z-00-DX1.AC051FB4-1D51-449B-BF2D-9DDB4382414C_tiles.jsonl,TCGA-D8-A1XY,Adipose tissue (fat),12122,10987
TCGA-D8-A1XY-01Z-00-DX1.AC051FB4-1D51-449B-BF2D-9DDB4382414C_tiles.jsonl,TCGA-D8-A1XY,Blood vessels (vasculature),8176,7290
TCGA-D8-A1XY-01Z-00-DX1.AC051FB4-1D51-449B-BF2D-9DDB4382414C_tiles.jsonl,TCGA-D8-A1XY,Ductal carcinoma in situ (DCIS),847,644
TCGA-D8-A1XY-01Z-00-DX1.AC051FB4-1D51-449B-BF2D-9DDB4382414C_tiles.jsonl,TCGA-D8-A1XY,Fibrous desmoplastic stroma,4530,3611
TCGA-D8-A1XY-01Z-00-DX1.AC051FB4-1D51-449B-BF2D-9DDB4382414C_tiles.jsonl,TCGA-D8-A1XY,Invasive breast carcinoma (tumor cells),8641,7060
TCGA-D8-A1XY-01Z-00-DX1.AC051FB4-1D51-449B-BF2D-9DDB4382414C_tiles.jsonl,TCGA-D8-A1XY,Muscle tissue (smooth or skeletal muscle),9332,8052
TCGA-D8-A1XY-01Z-00-DX1.AC051FB4-1D51-449B-BF2D-9DDB4382414C_tiles.jsonl,TCGA-D8-A1XY,Necrosis or hemorrhage,224,183
TCGA-D8-A1XY-01Z-00-DX1.AC051FB4-1D51-449B-BF2D-9DDB4382414C_tiles.jsonl,TCGA-D8-A1XY,Normal breast glands and lobules (TDLU),7837,6473
TCGA-D8-A1XY-01Z-00-DX1.AC051FB4-1D51-449B-BF2D-9DDB4382414C_tiles.jsonl,TCGA-D8-A1XY,Tumor-infiltrating lymphocytes (immune infiltrates),705,456
TCGA-D8-A1XZ-01Z-00-DX1.8E51A61D-B01C-4A52-8F5D-44D2ABCA46FC_tiles.jsonl,TCGA-D8-A1XZ,Adipose tissue (fat),8581,8251
TCGA-D8-A1XZ-01Z-00-DX1.8E51A61D-B01C-4A52-8F5D-44D2ABCA46FC_tiles.jsonl,TCGA-D8-A1XZ,Blood vessels (vasculature),3828,3548
TCGA-D8-A1XZ-01Z-00-DX1.8E51A61D-B01C-4A52-8F5D-44D2ABCA46FC_tiles.jsonl,TCGA-D8-A1XZ,Ductal carcinoma in situ (DCIS),163,135
TCGA-D8-A1XZ-01Z-00-DX1.8E51A61D-B01C-4A52-8F5D-44D2ABCA46FC_tiles.jsonl,TCGA-D8-A1XZ,Fibrous desmoplastic stroma,1620,1317
TCGA-D8-A1XZ-01Z-00-DX1.8E51A61D-B01C-4A52-8F5D-44D2ABCA46FC_tiles.jsonl,TCGA-D8-A1XZ,Invasive breast carcinoma (tumor cells),6500,5788
TCGA-D8-A1XZ-01Z-00-DX1.8E51A61D-B01C-4A52-8F5D-44D2ABCA46FC_tiles.jsonl,TCGA-D8-A1XZ,Muscle tissue (smooth or skeletal muscle),1361,1195
TCGA-D8-A1XZ-01Z-00-DX1.8E51A61D-B01C-4A52-8F5D-44D2ABCA46FC_tiles.jsonl,TCGA-D8-A1XZ,Necrosis or hemorrhage,11,8
TCGA-D8-A1XZ-01Z-00-DX1.8E51A61D-B01C-4A52-8F5D-44D2ABCA46FC_tiles.jsonl,TCGA-D8-A1XZ,Normal breast glands and lobules (TDLU),9016,8317
TCGA-D8-A1XZ-01Z-00-DX1.8E51A61D-B01C-4A52-8F5D-44D2ABCA46FC_tiles.jsonl,TCGA-D8-A1XZ,Tumor-infiltrating lymphocytes (immune infiltrates),1679,1238
TCGA-D8-A1Y0-01Z-00-DX1.10F40197-4174-43CC-AAD3-8CB85154FB2D_tiles.jsonl,TCGA-D8-A1Y0,Adipose tissue (fat),13479,12936
TCGA-D8-A1Y0-01Z-00-DX1.10F40197-4174-43CC-AAD3-8CB85154FB2D_tiles.jsonl,TCGA-D8-A1Y0,Blood vessels (vasculature),2698,2517
TCGA-D8-A1Y0-01Z-00-DX1.10F40197-4174-43CC-AAD3-8CB85154FB2D_tiles.jsonl,TCGA-D8-A1Y0,Ductal carcinoma in situ (DCIS),44,37
TCGA-D8-A1Y0-01Z-00-DX1.10F40197-4174-43CC-AAD3-8CB85154FB2D_tiles.jsonl,TCGA-D8-A1Y0,Fibrous desmoplastic stroma,1448,1198
TCGA-D8-A1Y0-01Z-00-DX1.10F40197-4174-43CC-AAD3-8CB85154FB2D_tiles.jsonl,TCGA-D8-A1Y0,Invasive breast carcinoma (tumor cells),872,707
TCGA-D8-A1Y0-01Z-00-DX1.10F40197-4174-43CC-AAD3-8CB85154FB2D_tiles.jsonl,TCGA-D8-A1Y0,Muscle tissue (smooth or skeletal muscle),1723,1471
TCGA-D8-A1Y0-01Z-00-DX1.10F40197-4174-43CC-AAD3-8CB85154FB2D_tiles.jsonl,TCGA-D8-A1Y0,Necrosis or hemorrhage,23,18
TCGA-D8-A1Y0-01Z-00-DX1.10F40197-4174-43CC-AAD3-8CB85154FB2D_tiles.jsonl,TCGA-D8-A1Y0,Normal breast glands and lobules (TDLU),2105,1857
TCGA-D8-A1Y0-01Z-00-DX1.10F40197-4174-43CC-AAD3-8CB85154FB2D_tiles.jsonl,TCGA-D8-A1Y0,Tumor-infiltrating lymphocytes (immune infiltrates),533,429
TCGA-D8-A1Y1-01Z-00-DX1.477390C8-2141-4ADD-813E-25220D2A71FC_tiles.jsonl,TCGA-D8-A1Y1,Adipose tissue (fat),14877,13004
TCGA-D8-A1Y1-01Z-00-DX1.477390C8-2141-4ADD-813E-25220D2A71FC_tiles.jsonl,TCGA-D8-A1Y1,Blood vessels (vasculature),10693,9486
TCGA-D8-A1Y1-01Z-00-DX1.477390C8-2141-4ADD-813E-25220D2A71FC_tiles.jsonl,TCGA-D8-A1Y1,Ductal carcinoma in situ (DCIS),222,212
TCGA-D8-A1Y1-01Z-00-DX1.477390C8-2141-4ADD-813E-25220D2A71FC_tiles.jsonl,TCGA-D8-A1Y1,Fibrous desmoplastic stroma,18417,16016
TCGA-D8-A1Y1-01Z-00-DX1.477390C8-2141-4ADD-813E-25220D2A71FC_tiles.jsonl,TCGA-D8-A1Y1,Invasive breast carcinoma (tumor cells),3028,2250
TCGA-D8-A1Y1-01Z-00-DX1.477390C8-2141-4ADD-813E-25220D2A71FC_tiles.jsonl,TCGA-D8-A1Y1,Muscle tissue (smooth or skeletal muscle),1619,1174
TCGA-D8-A1Y1-01Z-00-DX1.477390C8-2141-4ADD-813E-25220D2A71FC_tiles.jsonl,TCGA-D8-A1Y1,Necrosis or hemorrhage,118,89
TCGA-D8-A1Y1-01Z-00-DX1.477390C8-2141-4ADD-813E-25220D2A71FC_tiles.jsonl,TCGA-D8-A1Y1,Normal breast glands and lobules (TDLU),35098,32537
TCGA-D8-A1Y1-01Z-00-DX1.477390C8-2141-4ADD-813E-25220D2A71FC_tiles.jsonl,TCGA-D8-A1Y1,Tumor-infiltrating lymphocytes (immune infiltrates),3588,2555
TCGA-D8-A1Y2-01Z-00-DX1.77451A0F-00FD-44A9-A0D0-CB7A39CE74CC_tiles.jsonl,TCGA-D8-A1Y2,Adipose tissue (fat),15986,15017
TCGA-D8-A1Y2-01Z-00-DX1.77451A0F-00FD-44A9-A0D0-CB7A39CE74CC_tiles.jsonl,TCGA-D8-A1Y2,Blood vessels (vasculature),3650,3299
TCGA-D8-A1Y2-01Z-00-DX1.77451A0F-00FD-44A9-A0D0-CB7A39CE74CC_tiles.jsonl,TCGA-D8-A1Y2,Ductal carcinoma in situ (DCIS),77,61
TCGA-D8-A1Y2-01Z-00-DX1.77451A0F-00FD-44A9-A0D0-CB7A39CE74CC_tiles.jsonl,TCGA-D8-A1Y2,Fibrous desmoplastic stroma,9538,8638
TCGA-D8-A1Y2-01Z-00-DX1.77451A0F-00FD-44A9-A0D0-CB7A39CE74CC_tiles.jsonl,TCGA-D8-A1Y2,Invasive breast carcinoma (tumor cells),1634,1289
TCGA-D8-A1Y2-01Z-00-DX1.77451A0F-00FD-44A9-A0D0-CB7A39CE74CC_tiles.jsonl,TCGA-D8-A1Y2,Muscle tissue (smooth or skeletal muscle),5452,4777
TCGA-D8-A1Y2-01Z-00-DX1.77451A0F-00FD-44A9-A0D0-CB7A39CE74CC_tiles.jsonl,TCGA-D8-A1Y2,Necrosis or hemorrhage,19,15
TCGA-D8-A1Y2-01Z-00-DX1.77451A0F-00FD-44A9-A0D0-CB7A39CE74CC_tiles.jsonl,TCGA-D8-A1Y2,Normal breast glands and lobules (TDLU),7004,6468
TCGA-D8-A1Y2-01Z-00-DX1.77451A0F-00FD-44A9-A0D0-CB7A39CE74CC_tiles.jsonl,TCGA-D8-A1Y2,Tumor-infiltrating lymphocytes (immune infiltrates),204,129
TCGA-D8-A1Y3-01Z-00-DX1.8AA5F695-A06C-4DEA-AD71-16254A48B218_tiles.jsonl,TCGA-D8-A1Y3,Adipose tissue (fat),11185,10227
TCGA-D8-A1Y3-01Z-00-DX1.8AA5F695-A06C-4DEA-AD71-16254A48B218_tiles.jsonl,TCGA-D8-A1Y3,Blood vessels (vasculature),2923,2428
TCGA-D8-A1Y3-01Z-00-DX1.8AA5F695-A06C-4DEA-AD71-16254A48B218_tiles.jsonl,TCGA-D8-A1Y3,Ductal carcinoma in situ (DCIS),187,130
TCGA-D8-A1Y3-01Z-00-DX1.8AA5F695-A06C-4DEA-AD71-16254A48B218_tiles.jsonl,TCGA-D8-A1Y3,Fibrous desmoplastic stroma,3914,3249
TCGA-D8-A1Y3-01Z-00-DX1.8AA5F695-A06C-4DEA-AD71-16254A48B218_tiles.jsonl,TCGA-D8-A1Y3,Invasive breast carcinoma (tumor cells),7232,5905
TCGA-D8-A1Y3-01Z-00-DX1.8AA5F695-A06C-4DEA-AD71-16254A48B218_tiles.jsonl,TCGA-D8-A1Y3,Muscle tissue (smooth or skeletal muscle),6101,4843
TCGA-D8-A1Y3-01Z-00-DX1.8AA5F695-A06C-4DEA-AD71-16254A48B218_tiles.jsonl,TCGA-D8-A1Y3,Necrosis or hemorrhage,9,7
TCGA-D8-A1Y3-01Z-00-DX1.8AA5F695-A06C-4DEA-AD71-16254A48B218_tiles.jsonl,TCGA-D8-A1Y3,Normal breast glands and lobules (TDLU),2963,2211
TCGA-D8-A1Y3-01Z-00-DX1.8AA5F695-A06C-4DEA-AD71-16254A48B218_tiles.jsonl,TCGA-D8-A1Y3,Tumor-infiltrating lymphocytes (immune infiltrates),2612,1767
TCGA-D8-A27E-01Z-00-DX1.7950998F-7E23-4C70-A926-1ADAA5A20BED_tiles.jsonl,TCGA-D8-A27E,Adipose tissue (fat),9121,8681
TCGA-D8-A27E-01Z-00-DX1.7950998F-7E23-4C70-A926-1ADAA5A20BED_tiles.jsonl,TCGA-D8-A27E,Blood vessels (vasculature),1665,1491
TCGA-D8-A27E-01Z-00-DX1.7950998F-7E23-4C70-A926-1ADAA5A20BED_tiles.jsonl,TCGA-D8-A27E,Ductal carcinoma in situ (DCIS),543,473
TCGA-D8-A27E-01Z-00-DX1.7950998F-7E23-4C70-A926-1ADAA5A20BED_tiles.jsonl,TCGA-D8-A27E,Fibrous desmoplastic stroma,571,479
TCGA-D8-A27E-01Z-00-DX1.7950998F-7E23-4C70-A926-1ADAA5A20BED_tiles.jsonl,TCGA-D8-A27E,Invasive breast carcinoma (tumor cells),555,408
TCGA-D8-A27E-01Z-00-DX1.7950998F-7E23-4C70-A926-1ADAA5A20BED_tiles.jsonl,TCGA-D8-A27E,Muscle tissue (smooth or skeletal muscle),2573,2272
TCGA-D8-A27E-01Z-00-DX1.7950998F-7E23-4C70-A926-1ADAA5A20BED_tiles.jsonl,TCGA-D8-A27E,Necrosis or hemorrhage,2,2
TCGA-D8-A27E-01Z-00-DX1.7950998F-7E23-4C70-A926-1ADAA5A20BED_tiles.jsonl,TCGA-D8-A27E,Normal breast glands and lobules (TDLU),2581,2239
TCGA-D8-A27E-01Z-00-DX1.7950998F-7E23-4C70-A926-1ADAA5A20BED_tiles.jsonl,TCGA-D8-A27E,Tumor-infiltrating lymphocytes (immune infiltrates),396,316
TCGA-D8-A27F-01Z-00-DX1.C1A87F27-49F1-46BA-B2E2-A89293F7FD0C_tiles.jsonl,TCGA-D8-A27F,Adipose tissue (fat),8870,8178
TCGA-D8-A27F-01Z-00-DX1.C1A87F27-49F1-46BA-B2E2-A89293F7FD0C_tiles.jsonl,TCGA-D8-A27F,Blood vessels (vasculature),18838,17155
TCGA-D8-A27F-01Z-00-DX1.C1A87F27-49F1-46BA-B2E2-A89293F7FD0C_tiles.jsonl,TCGA-D8-A27F,Ductal carcinoma in situ (DCIS),255,155
TCGA-D8-A27F-01Z-00-DX1.C1A87F27-49F1-46BA-B2E2-A89293F7FD0C_tiles.jsonl,TCGA-D8-A27F,Fibrous desmoplastic stroma,11636,10756
TCGA-D8-A27F-01Z-00-DX1.C1A87F27-49F1-46BA-B2E2-A89293F7FD0C_tiles.jsonl,TCGA-D8-A27F,Invasive breast carcinoma (tumor cells),4083,3115
TCGA-D8-A27F-01Z-00-DX1.C1A87F27-49F1-46BA-B2E2-A89293F7FD0C_tiles.jsonl,TCGA-D8-A27F,Muscle tissue (smooth or skeletal muscle),1727,1360
TCGA-D8-A27F-01Z-00-DX1.C1A87F27-49F1-46BA-B2E2-A89293F7FD0C_tiles.jsonl,TCGA-D8-A27F,Necrosis or hemorrhage,9031,8866
TCGA-D8-A27F-01Z-00-DX1.C1A87F27-49F1-46BA-B2E2-A89293F7FD0C_tiles.jsonl,TCGA-D8-A27F,Normal breast glands and lobules (TDLU),2620,2026
TCGA-D8-A27F-01Z-00-DX1.C1A87F27-49F1-46BA-B2E2-A89293F7FD0C_tiles.jsonl,TCGA-D8-A27F,Tumor-infiltrating lymphocytes (immune infiltrates),2741,1902
TCGA-D8-A27G-01Z-00-DX1.04FCF306-67AA-4F56-AE90-44A4F5DD56D4_tiles.jsonl,TCGA-D8-A27G,Adipose tissue (fat),19591,18514
TCGA-D8-A27G-01Z-00-DX1.04FCF306-67AA-4F56-AE90-44A4F5DD56D4_tiles.jsonl,TCGA-D8-A27G,Blood vessels (vasculature),2834,2584
TCGA-D8-A27G-01Z-00-DX1.04FCF306-67AA-4F56-AE90-44A4F5DD56D4_tiles.jsonl,TCGA-D8-A27G,Ductal carcinoma in situ (DCIS),72,58
TCGA-D8-A27G-01Z-00-DX1.04FCF306-67AA-4F56-AE90-44A4F5DD56D4_tiles.jsonl,TCGA-D8-A27G,Fibrous desmoplastic stroma,10669,9513
TCGA-D8-A27G-01Z-00-DX1.04FCF306-67AA-4F56-AE90-44A4F5DD56D4_tiles.jsonl,TCGA-D8-A27G,Invasive breast carcinoma (tumor cells),1024,767
TCGA-D8-A27G-01Z-00-DX1.04FCF306-67AA-4F56-AE90-44A4F5DD56D4_tiles.jsonl,TCGA-D8-A27G,Muscle tissue (smooth or skeletal muscle),3276,2899
TCGA-D8-A27G-01Z-00-DX1.04FCF306-67AA-4F56-AE90-44A4F5DD56D4_tiles.jsonl,TCGA-D8-A27G,Normal breast glands and lobules (TDLU),5825,5124
TCGA-D8-A27G-01Z-00-DX1.04FCF306-67AA-4F56-AE90-44A4F5DD56D4_tiles.jsonl,TCGA-D8-A27G,Tumor-infiltrating lymphocytes (immune infiltrates),743,535
TCGA-D8-A27H-01Z-00-DX1.BE9DFDD4-97C5-4327-B1DA-4B34A6F267C5_tiles.jsonl,TCGA-D8-A27H,Adipose tissue (fat),21527,20450
TCGA-D8-A27H-01Z-00-DX1.BE9DFDD4-97C5-4327-B1DA-4B34A6F267C5_tiles.jsonl,TCGA-D8-A27H,Blood vessels (vasculature),1096,943
TCGA-D8-A27H-01Z-00-DX1.BE9DFDD4-97C5-4327-B1DA-4B34A6F267C5_tiles.jsonl,TCGA-D8-A27H,Ductal carcinoma in situ (DCIS),347,322
TCGA-D8-A27H-01Z-00-DX1.BE9DFDD4-97C5-4327-B1DA-4B34A6F267C5_tiles.jsonl,TCGA-D8-A27H,Fibrous desmoplastic stroma,6287,5568
TCGA-D8-A27H-01Z-00-DX1.BE9DFDD4-97C5-4327-B1DA-4B34A6F267C5_tiles.jsonl,TCGA-D8-A27H,Invasive breast carcinoma (tumor cells),3179,2570
TCGA-D8-A27H-01Z-00-DX1.BE9DFDD4-97C5-4327-B1DA-4B34A6F267C5_tiles.jsonl,TCGA-D8-A27H,Muscle tissue (smooth or skeletal muscle),5151,4342
TCGA-D8-A27H-01Z-00-DX1.BE9DFDD4-97C5-4327-B1DA-4B34A6F267C5_tiles.jsonl,TCGA-D8-A27H,Necrosis or hemorrhage,91,79
TCGA-D8-A27H-01Z-00-DX1.BE9DFDD4-97C5-4327-B1DA-4B34A6F267C5_tiles.jsonl,TCGA-D8-A27H,Normal breast glands and lobules (TDLU),1126,927
TCGA-D8-A27H-01Z-00-DX1.BE9DFDD4-97C5-4327-B1DA-4B34A6F267C5_tiles.jsonl,TCGA-D8-A27H,Tumor-infiltrating lymphocytes (immune infiltrates),165,109
TCGA-D8-A27I-01Z-00-DX1.ACAE0048-7AF0-41C9-992B-6ACDABF80B1C_tiles.jsonl,TCGA-D8-A27I,Adipose tissue (fat),9165,8666
TCGA-D8-A27I-01Z-00-DX1.ACAE0048-7AF0-41C9-992B-6ACDABF80B1C_tiles.jsonl,TCGA-D8-A27I,Blood vessels (vasculature),788,732
TCGA-D8-A27I-01Z-00-DX1.ACAE0048-7AF0-41C9-992B-6ACDABF80B1C_tiles.jsonl,TCGA-D8-A27I,Ductal carcinoma in situ (DCIS),16,12
TCGA-D8-A27I-01Z-00-DX1.ACAE0048-7AF0-41C9-992B-6ACDABF80B1C_tiles.jsonl,TCGA-D8-A27I,Fibrous desmoplastic stroma,2183,1826
TCGA-D8-A27I-01Z-00-DX1.ACAE0048-7AF0-41C9-992B-6ACDABF80B1C_tiles.jsonl,TCGA-D8-A27I,Invasive breast carcinoma (tumor cells),854,702
TCGA-D8-A27I-01Z-00-DX1.ACAE0048-7AF0-41C9-992B-6ACDABF80B1C_tiles.jsonl,TCGA-D8-A27I,Muscle tissue (smooth or skeletal muscle),2441,2106
TCGA-D8-A27I-01Z-00-DX1.ACAE0048-7AF0-41C9-992B-6ACDABF80B1C_tiles.jsonl,TCGA-D8-A27I,Necrosis or hemorrhage,1,1
TCGA-D8-A27I-01Z-00-DX1.ACAE0048-7AF0-41C9-992B-6ACDABF80B1C_tiles.jsonl,TCGA-D8-A27I,Normal breast glands and lobules (TDLU),1855,1542
TCGA-D8-A27I-01Z-00-DX1.ACAE0048-7AF0-41C9-992B-6ACDABF80B1C_tiles.jsonl,TCGA-D8-A27I,Tumor-infiltrating lymphocytes (immune infiltrates),58,45
TCGA-D8-A27K-01Z-00-DX1.25AF7928-046B-45BF-BAD6-F34156203F5A_tiles.jsonl,TCGA-D8-A27K,Adipose tissue (fat),7018,6505
TCGA-D8-A27K-01Z-00-DX1.25AF7928-046B-45BF-BAD6-F34156203F5A_tiles.jsonl,TCGA-D8-A27K,Blood vessels (vasculature),3169,2890
TCGA-D8-A27K-01Z-00-DX1.25AF7928-046B-45BF-BAD6-F34156203F5A_tiles.jsonl,TCGA-D8-A27K,Ductal carcinoma in situ (DCIS),994,905
TCGA-D8-A27K-01Z-00-DX1.25AF7928-046B-45BF-BAD6-F34156203F5A_tiles.jsonl,TCGA-D8-A27K,Fibrous desmoplastic stroma,11816,10753
TCGA-D8-A27K-01Z-00-DX1.25AF7928-046B-45BF-BAD6-F34156203F5A_tiles.jsonl,TCGA-D8-A27K,Invasive breast carcinoma (tumor cells),12971,11950
TCGA-D8-A27K-01Z-00-DX1.25AF7928-046B-45BF-BAD6-F34156203F5A_tiles.jsonl,TCGA-D8-A27K,Muscle tissue (smooth or skeletal muscle),2052,1693
TCGA-D8-A27K-01Z-00-DX1.25AF7928-046B-45BF-BAD6-F34156203F5A_tiles.jsonl,TCGA-D8-A27K,Necrosis or hemorrhage,44,31
TCGA-D8-A27K-01Z-00-DX1.25AF7928-046B-45BF-BAD6-F34156203F5A_tiles.jsonl,TCGA-D8-A27K,Normal breast glands and lobules (TDLU),7634,6859
TCGA-D8-A27K-01Z-00-DX1.25AF7928-046B-45BF-BAD6-F34156203F5A_tiles.jsonl,TCGA-D8-A27K,Tumor-infiltrating lymphocytes (immune infiltrates),4379,3579
TCGA-D8-A27L-01Z-00-DX1.6572593C-B015-4F9A-8C9B-B634CAA0D3B4_tiles.jsonl,TCGA-D8-A27L,Adipose tissue (fat),12007,11294
TCGA-D8-A27L-01Z-00-DX1.6572593C-B015-4F9A-8C9B-B634CAA0D3B4_tiles.jsonl,TCGA-D8-A27L,Blood vessels (vasculature),4528,4217
TCGA-D8-A27L-01Z-00-DX1.6572593C-B015-4F9A-8C9B-B634CAA0D3B4_tiles.jsonl,TCGA-D8-A27L,Ductal carcinoma in situ (DCIS),420,375
TCGA-D8-A27L-01Z-00-DX1.6572593C-B015-4F9A-8C9B-B634CAA0D3B4_tiles.jsonl,TCGA-D8-A27L,Fibrous desmoplastic stroma,4688,4150
TCGA-D8-A27L-01Z-00-DX1.6572593C-B015-4F9A-8C9B-B634CAA0D3B4_tiles.jsonl,TCGA-D8-A27L,Invasive breast carcinoma (tumor cells),2746,2545
TCGA-D8-A27L-01Z-00-DX1.6572593C-B015-4F9A-8C9B-B634CAA0D3B4_tiles.jsonl,TCGA-D8-A27L,Muscle tissue (smooth or skeletal muscle),4015,3611
TCGA-D8-A27L-01Z-00-DX1.6572593C-B015-4F9A-8C9B-B634CAA0D3B4_tiles.jsonl,TCGA-D8-A27L,Necrosis or hemorrhage,8,6
TCGA-D8-A27L-01Z-00-DX1.6572593C-B015-4F9A-8C9B-B634CAA0D3B4_tiles.jsonl,TCGA-D8-A27L,Normal breast glands and lobules (TDLU),2891,2549
TCGA-D8-A27L-01Z-00-DX1.6572593C-B015-4F9A-8C9B-B634CAA0D3B4_tiles.jsonl,TCGA-D8-A27L,Tumor-infiltrating lymphocytes (immune infiltrates),427,312
TCGA-D8-A27M-01Z-00-DX1.3020D223-2400-4A2D-8BFE-08A5B78FE13B_tiles.jsonl,TCGA-D8-A27M,Adipose tissue (fat),12276,11602
TCGA-D8-A27M-01Z-00-DX1.3020D223-2400-4A2D-8BFE-08A5B78FE13B_tiles.jsonl,TCGA-D8-A27M,Blood vessels (vasculature),2454,2183
TCGA-D8-A27M-01Z-00-DX1.3020D223-2400-4A2D-8BFE-08A5B78FE13B_tiles.jsonl,TCGA-D8-A27M,Ductal carcinoma in situ (DCIS),112,97
TCGA-D8-A27M-01Z-00-DX1.3020D223-2400-4A2D-8BFE-08A5B78FE13B_tiles.jsonl,TCGA-D8-A27M,Fibrous desmoplastic stroma,8244,7395
TCGA-D8-A27M-01Z-00-DX1.3020D223-2400-4A2D-8BFE-08A5B78FE13B_tiles.jsonl,TCGA-D8-A27M,Invasive breast carcinoma (tumor cells),3590,3179
TCGA-D8-A27M-01Z-00-DX1.3020D223-2400-4A2D-8BFE-08A5B78FE13B_tiles.jsonl,TCGA-D8-A27M,Muscle tissue (smooth or skeletal muscle),2496,2037
