slide,case,compartment,n_tiles,n_tiles_top1_ge_0.50
TCGA-A1-A0SN-01Z-00-DX1.5E9B85AE-AFB7-41DC-8A1B-BD6DA39B6540_tiles.jsonl,TCGA-A1-A0SN,Fibrous desmoplastic stroma,2422,1999
TCGA-A1-A0SN-01Z-00-DX1.5E9B85AE-AFB7-41DC-8A1B-BD6DA39B6540_tiles.jsonl,TCGA-A1-A0SN,Invasive breast carcinoma (tumor cells),2350,2026
TCGA-A1-A0SN-01Z-00-DX1.5E9B85AE-AFB7-41DC-8A1B-BD6DA39B6540_tiles.jsonl,TCGA-A1-A0SN,Muscle tissue (smooth or skeletal muscle),6356,5647
TCGA-A1-A0SN-01Z-00-DX1.5E9B85AE-AFB7-41DC-8A1B-BD6DA39B6540_tiles.jsonl,TCGA-A1-A0SN,Necrosis or hemorrhage,52,48
TCGA-A1-A0SN-01Z-00-DX1.5E9B85AE-AFB7-41DC-8A1B-BD6DA39B6540_tiles.jsonl,TCGA-A1-A0SN,Normal breast glands and lobules (TDLU),5330,4601
TCGA-A1-A0SN-01Z-00-DX1.5E9B85AE-AFB7-41DC-8A1B-BD6DA39B6540_tiles.jsonl,TCGA-A1-A0SN,Tumor-infiltrating lymphocytes (immune infiltrates),614,494
TCGA-A1-A0SP-01Z-00-DX1.20D689C6-EFA5-4694-BE76-24475A89ACC0_tiles.jsonl,TCGA-A1-A0SP,Adipose tissue (fat),12998,11740
TCGA-A1-A0SP-01Z-00-DX1.20D689C6-EFA5-4694-BE76-24475A89ACC0_tiles.jsonl,TCGA-A1-A0SP,Blood vessels (vasculature),11548,10282
TCGA-A1-A0SP-01Z-00-DX1.20D689C6-EFA5-4694-BE76-24475A89ACC0_tiles.jsonl,TCGA-A1-A0SP,Ductal carcinoma in situ (DCIS),1229,999
TCGA-A1-A0SP-01Z-00-DX1.20D689C6-EFA5-4694-BE76-24475A89ACC0_tiles.jsonl,TCGA-A1-A0SP,Fibrous desmoplastic stroma,3461,2615
TCGA-A1-A0SP-01Z-00-DX1.20D689C6-EFA5-4694-BE76-24475A89ACC0_tiles.jsonl,TCGA-A1-A0SP,Invasive breast carcinoma (tumor cells),6545,5047
TCGA-A1-A0SP-01Z-00-DX1.20D689C6-EFA5-4694-BE76-24475A89ACC0_tiles.jsonl,TCGA-A1-A0SP,Muscle tissue (smooth or skeletal muscle),13598,11618
TCGA-A1-A0SP-01Z-00-DX1.20D689C6-EFA5-4694-BE76-24475A89ACC0_tiles.jsonl,TCGA-A1-A0SP,Necrosis or hemorrhage,703,575
TCGA-A1-A0SP-01Z-00-DX1.20D689C6-EFA5-4694-BE76-24475A89ACC0_tiles.jsonl,TCGA-A1-A0SP,Normal breast glands and lobules (TDLU),33656,30493
TCGA-A1-A0SP-01Z-00-DX1.20D689C6-EFA5-4694-BE76-24475A89ACC0_tiles.jsonl,TCGA-A1-A0SP,Tumor-infiltrating lymphocytes (immune infiltrates),2184,1604
TCGA-A1-A0SQ-01Z-00-DX1.36071264-3407-4224-BCBB-2ED00294569A_tiles.jsonl,TCGA-A1-A0SQ,Adipose tissue (fat),19697,18074
TCGA-A1-A0SQ-01Z-00-DX1.36071264-3407-4224-BCBB-2ED00294569A_tiles.jsonl,TCGA-A1-A0SQ,Blood vessels (vasculature),3950,3604
TCGA-A1-A0SQ-01Z-00-DX1.36071264-3407-4224-BCBB-2ED00294569A_tiles.jsonl,TCGA-A1-A0SQ,Ductal carcinoma in situ (DCIS),1417,1233
TCGA-A1-A0SQ-01Z-00-DX1.36071264-3407-4224-BCBB-2ED00294569A_tiles.jsonl,TCGA-A1-A0SQ,Fibrous desmoplastic stroma,4692,3927
TCGA-A1-A0SQ-01Z-00-DX1.36071264-3407-4224-BCBB-2ED00294569A_tiles.jsonl,TCGA-A1-A0SQ,Invasive breast carcinoma (tumor cells),2675,2201
TCGA-A1-A0SQ-01Z-00-DX1.36071264-3407-4224-BCBB-2ED00294569A_tiles.jsonl,TCGA-A1-A0SQ,Muscle tissue (smooth or skeletal muscle),7098,6245
TCGA-A1-A0SQ-01Z-00-DX1.36071264-3407-4224-BCBB-2ED00294569A_tiles.jsonl,TCGA-A1-A0SQ,Necrosis or hemorrhage,1,1
TCGA-A1-A0SQ-01Z-00-DX1.36071264-3407-4224-BCBB-2ED00294569A_tiles.jsonl,TCGA-A1-A0SQ,Normal breast glands and lobules (TDLU),33449,31490
TCGA-A1-A0SQ-01Z-00-DX1.36071264-3407-4224-BCBB-2ED00294569A_tiles.jsonl,TCGA-A1-A0SQ,Tumor-infiltrating lymphocytes (immune infiltrates),133,104
TCGA-A2-A04N-01Z-00-DX1.9E9B7DB0-1CF1-4631-8292-A9DBCA0BD37C_tiles.jsonl,TCGA-A2-A04N,Adipose tissue (fat),13998,13356
TCGA-A2-A04N-01Z-00-DX1.9E9B7DB0-1CF1-4631-8292-A9DBCA0BD37C_tiles.jsonl,TCGA-A2-A04N,Blood vessels (vasculature),2136,1932
TCGA-A2-A04N-01Z-00-DX1.9E9B7DB0-1CF1-4631-8292-A9DBCA0BD37C_tiles.jsonl,TCGA-A2-A04N,Ductal carcinoma in situ (DCIS),78,66
TCGA-A2-A04N-01Z-00-DX1.9E9B7DB0-1CF1-4631-8292-A9DBCA0BD37C_tiles.jsonl,TCGA-A2-A04N,Fibrous desmoplastic stroma,4312,3807
TCGA-A2-A04N-01Z-00-DX1.9E9B7DB0-1CF1-4631-8292-A9DBCA0BD37C_tiles.jsonl,TCGA-A2-A04N,Invasive breast carcinoma (tumor cells),2374,2042
TCGA-A2-A04N-01Z-00-DX1.9E9B7DB0-1CF1-4631-8292-A9DBCA0BD37C_tiles.jsonl,TCGA-A2-A04N,Muscle tissue (smooth or skeletal muscle),1409,1161
TCGA-A2-A04N-01Z-00-DX1.9E9B7DB0-1CF1-4631-8292-A9DBCA0BD37C_tiles.jsonl,TCGA-A2-A04N,Necrosis or hemorrhage,12,6
TCGA-A2-A04N-01Z-00-DX1.9E9B7DB0-1CF1-4631-8292-A9DBCA0BD37C_tiles.jsonl,TCGA-A2-A04N,Normal breast glands and lobules (TDLU),11732,10991
TCGA-A2-A04N-01Z-00-DX1.9E9B7DB0-1CF1-4631-8292-A9DBCA0BD37C_tiles.jsonl,TCGA-A2-A04N,Tumor-infiltrating lymphocytes (immune infiltrates),383,254
TCGA-A2-A04P-01Z-00-DX1.5B481E02-D269-4732-8FDD-6494E6EE2B71_tiles.jsonl,TCGA-A2-A04P,Adipose tissue (fat),13156,12538
TCGA-A2-A04P-01Z-00-DX1.5B481E02-D269-4732-8FDD-6494E6EE2B71_tiles.jsonl,TCGA-A2-A04P,Blood vessels (vasculature),2748,2485
TCGA-A2-A04P-01Z-00-DX1.5B481E02-D269-4732-8FDD-6494E6EE2B71_tiles.jsonl,TCGA-A2-A04P,Ductal carcinoma in situ (DCIS),272,235
TCGA-A2-A04P-01Z-00-DX1.5B481E02-D269-4732-8FDD-6494E6EE2B71_tiles.jsonl,TCGA-A2-A04P,Fibrous desmoplastic stroma,258,195
TCGA-A2-A04P-01Z-00-DX1.5B481E02-D269-4732-8FDD-6494E6EE2B71_tiles.jsonl,TCGA-A2-A04P,Invasive breast carcinoma (tumor cells),947,756
TCGA-A2-A04P-01Z-00-DX1.5B481E02-D269-4732-8FDD-6494E6EE2B71_tiles.jsonl,TCGA-A2-A04P,Muscle tissue (smooth or skeletal muscle),12624,11839
TCGA-A2-A04P-01Z-00-DX1.5B481E02-D269-4732-8FDD-6494E6EE2B71_tiles.jsonl,TCGA-A2-A04P,Necrosis or hemorrhage,230,192
TCGA-A2-A04P-01Z-00-DX1.5B481E02-D269-4732-8FDD-6494E6EE2B71_tiles.jsonl,TCGA-A2-A04P,Normal breast glands and lobules (TDLU),1601,1263
TCGA-A2-A04P-01Z-00-DX1.5B481E02-D269-4732-8FDD-6494E6EE2B71_tiles.jsonl,TCGA-A2-A04P,Tumor-infiltrating lymphocytes (immune infiltrates),3473,2887
TCGA-A2-A04Q-01Z-00-DX1.DF7ED6B6-7701-486D-9007-F26B6F0682C4_tiles.jsonl,TCGA-A2-A04Q,Adipose tissue (fat),2981,2799
TCGA-A2-A04Q-01Z-00-DX1.DF7ED6B6-7701-486D-9007-F26B6F0682C4_tiles.jsonl,TCGA-A2-A04Q,Blood vessels (vasculature),924,861
TCGA-A2-A04Q-01Z-00-DX1.DF7ED6B6-7701-486D-9007-F26B6F0682C4_tiles.jsonl,TCGA-A2-A04Q,Ductal carcinoma in situ (DCIS),81,67
TCGA-A2-A04Q-01Z-00-DX1.DF7ED6B6-7701-486D-9007-F26B6F0682C4_tiles.jsonl,TCGA-A2-A04Q,Fibrous desmoplastic stroma,329,246
TCGA-A2-A04Q-01Z-00-DX1.DF7ED6B6-7701-486D-9007-F26B6F0682C4_tiles.jsonl,TCGA-A2-A04Q,Invasive breast carcinoma (tumor cells),133,102
TCGA-A2-A04Q-01Z-00-DX1.DF7ED6B6-7701-486D-9007-F26B6F0682C4_tiles.jsonl,TCGA-A2-A04Q,Muscle tissue (smooth or skeletal muscle),888,753
TCGA-A2-A04Q-01Z-00-DX1.DF7ED6B6-7701-486D-9007-F26B6F0682C4_tiles.jsonl,TCGA-A2-A04Q,Necrosis or hemorrhage,27,24
TCGA-A2-A04Q-01Z-00-DX1.DF7ED6B6-7701-486D-9007-F26B6F0682C4_tiles.jsonl,TCGA-A2-A04Q,Normal breast glands and lobules (TDLU),6506,6266
TCGA-A2-A04Q-01Z-00-DX1.DF7ED6B6-7701-486D-9007-F26B6F0682C4_tiles.jsonl,TCGA-A2-A04Q,Tumor-infiltrating lymphocytes (immune infiltrates),556,463
TCGA-A2-A04R-01Z-00-DX1.BE3661A3-A2A0-4248-B7D5-D8986E529B6C_tiles.jsonl,TCGA-A2-A04R,Adipose tissue (fat),7341,6995
TCGA-A2-A04R-01Z-00-DX1.BE3661A3-A2A0-4248-B7D5-D8986E529B6C_tiles.jsonl,TCGA-A2-A04R,Blood vessels (vasculature),2587,2256
TCGA-A2-A04R-01Z-00-DX1.BE3661A3-A2A0-4248-B7D5-D8986E529B6C_tiles.jsonl,TCGA-A2-A04R,Ductal carcinoma in situ (DCIS),218,143
TCGA-A2-A04R-01Z-00-DX1.BE3661A3-A2A0-4248-B7D5-D8986E529B6C_tiles.jsonl,TCGA-A2-A04R,Fibrous desmoplastic stroma,1368,1093
TCGA-A2-A04R-01Z-00-DX1.BE3661A3-A2A0-4248-B7D5-D8986E529B6C_tiles.jsonl,TCGA-A2-A04R,Invasive breast carcinoma (tumor cells),3749,2998
TCGA-A2-A04R-01Z-00-DX1.BE3661A3-A2A0-4248-B7D5-D8986E529B6C_tiles.jsonl,TCGA-A2-A04R,Muscle tissue (smooth or skeletal muscle),5059,4662
TCGA-A2-A04R-01Z-00-DX1.BE3661A3-A2A0-4248-B7D5-D8986E529B6C_tiles.jsonl,TCGA-A2-A04R,Necrosis or hemorrhage,32,26
TCGA-A2-A04R-01Z-00-DX1.BE3661A3-A2A0-4248-B7D5-D8986E529B6C_tiles.jsonl,TCGA-A2-A04R,Normal breast glands and lobules (TDLU),9302,8223
TCGA-A2-A04R-01Z-00-DX1.BE3661A3-A2A0-4248-B7D5-D8986E529B6C_tiles.jsonl,TCGA-A2-A04R,Tumor-infiltrating lymphocytes (immune infiltrates),4252,3422
TCGA-A2-A04T-01Z-00-DX1.71444266-BD56-4183-9603-C7AC20C9DA1E_tiles.jsonl,TCGA-A2-A04T,Adipose tissue (fat),10707,10082
TCGA-A2-A04T-01Z-00-DX1.71444266-BD56-4183-9603-C7AC20C9DA1E_tiles.jsonl,TCGA-A2-A04T,Blood vessels (vasculature),3244,3015
TCGA-A2-A04T-01Z-00-DX1.71444266-BD56-4183-9603-C7AC20C9DA1E_tiles.jsonl,TCGA-A2-A04T,Ductal carcinoma in situ (DCIS),145,114
TCGA-A2-A04T-01Z-00-DX1.71444266-BD56-4183-9603-C7AC20C9DA1E_tiles.jsonl,TCGA-A2-A04T,Fibrous desmoplastic stroma,358,257
TCGA-A2-A04T-01Z-00-DX1.71444266-BD56-4183-9603-C7AC20C9DA1E_tiles.jsonl,TCGA-A2-A04T,Invasive breast carcinoma (tumor cells),1374,1071
TCGA-A2-A04T-01Z-00-DX1.71444266-BD56-4183-9603-C7AC20C9DA1E_tiles.jsonl,TCGA-A2-A04T,Muscle tissue (smooth or skeletal muscle),6247,5741
TCGA-A2-A04T-01Z-00-DX1.71444266-BD56-4183-9603-C7AC20C9DA1E_tiles.jsonl,TCGA-A2-A04T,Necrosis or hemorrhage,448,400
TCGA-A2-A04T-01Z-00-DX1.71444266-BD56-4183-9603-C7AC20C9DA1E_tiles.jsonl,TCGA-A2-A04T,Normal breast glands and lobules (TDLU),3318,2806
TCGA-A2-A04T-01Z-00-DX1.71444266-BD56-4183-9603-C7AC20C9DA1E_tiles.jsonl,TCGA-A2-A04T,Tumor-infiltrating lymphocytes (immune infiltrates),5696,4987
TCGA-A2-A04U-01Z-00-DX1.06D17357-46A8-4DC3-A22B-2F4EB6EE3F79_tiles.jsonl,TCGA-A2-A04U,Adipose tissue (fat),11824,10867
TCGA-A2-A04U-01Z-00-DX1.06D17357-46A8-4DC3-A22B-2F4EB6EE3F79_tiles.jsonl,TCGA-A2-A04U,Blood vessels (vasculature),3223,2773
TCGA-A2-A04U-01Z-00-DX1.06D17357-46A8-4DC3-A22B-2F4EB6EE3F79_tiles.jsonl,TCGA-A2-A04U,Ductal carcinoma in situ (DCIS),1189,847
TCGA-A2-A04U-01Z-00-DX1.06D17357-46A8-4DC3-A22B-2F4EB6EE3F79_tiles.jsonl,TCGA-A2-A04U,Fibrous desmoplastic stroma,901,778
TCGA-A2-A04U-01Z-00-DX1.06D17357-46A8-4DC3-A22B-2F4EB6EE3F79_tiles.jsonl,TCGA-A2-A04U,Invasive breast carcinoma (tumor cells),4402,3505
TCGA-A2-A04U-01Z-00-DX1.06D17357-46A8-4DC3-A22B-2F4EB6EE3F79_tiles.jsonl,TCGA-A2-A04U,Muscle tissue (smooth or skeletal muscle),4637,4310
TCGA-A2-A04U-01Z-00-DX1.06D17357-46A8-4DC3-A22B-2F4EB6EE3F79_tiles.jsonl,TCGA-A2-A04U,Necrosis or hemorrhage,840,749
TCGA-A2-A04U-01Z-00-DX1.06D17357-46A8-4DC3-A22B-2F4EB6EE3F79_tiles.jsonl,TCGA-A2-A04U,Normal breast glands and lobules (TDLU),8378,7238
TCGA-A2-A04U-01Z-00-DX1.06D17357-46A8-4DC3-A22B-2F4EB6EE3F79_tiles.jsonl,TCGA-A2-A04U,Tumor-infiltrating lymphocytes (immune infiltrates),3907,2921
TCGA-A2-A04V-01Z-00-DX1.EB430DDB-8FE9-4302-8829-53DBAD09E79F_tiles.jsonl,TCGA-A2-A04V,Adipose tissue (fat),14160,13528
TCGA-A2-A04V-01Z-00-DX1.EB430DDB-8FE9-4302-8829-53DBAD09E79F_tiles.jsonl,TCGA-A2-A04V,Blood vessels (vasculature),4012,3675
TCGA-A2-A04V-01Z-00-DX1.EB430DDB-8FE9-4302-8829-53DBAD09E79F_tiles.jsonl,TCGA-A2-A04V,Ductal carcinoma in situ (DCIS),2829,2440
TCGA-A2-A04V-01Z-00-DX1.EB430DDB-8FE9-4302-8829-53DBAD09E79F_tiles.jsonl,TCGA-A2-A04V,Fibrous desmoplastic stroma,6266,5577
TCGA-A2-A04V-01Z-00-DX1.EB430DDB-8FE9-4302-8829-53DBAD09E79F_tiles.jsonl,TCGA-A2-A04V,Invasive breast carcinoma (tumor cells),6482,5669
TCGA-A2-A04V-01Z-00-DX1.EB430DDB-8FE9-4302-8829-53DBAD09E79F_tiles.jsonl,TCGA-A2-A04V,Muscle tissue (smooth or skeletal muscle),6587,5708
TCGA-A2-A04V-01Z-00-DX1.EB430DDB-8FE9-4302-8829-53DBAD09E79F_tiles.jsonl,TCGA-A2-A04V,Necrosis or hemorrhage,132,116
TCGA-A2-A04V-01Z-00-DX1.EB430DDB-8FE9-4302-8829-53DBAD09E79F_tiles.jsonl,TCGA-A2-A04V,Normal breast glands and lobules (TDLU),36329,34943
TCGA-A2-A04V-01Z-00-DX1.EB430DDB-8FE9-4302-8829-53DBAD09E79F_tiles.jsonl,TCGA-A2-A04V,Tumor-infiltrating lymphocytes (immune infiltrates),542,360
TCGA-A2-A04W-01Z-00-DX1.F7E7B945-2ADC-4741-8FCE-ACEA657DB9C7_tiles.jsonl,TCGA-A2-A04W,Adipose tissue (fat),32280,30289
TCGA-A2-A04W-01Z-00-DX1.F7E7B945-2ADC-4741-8FCE-ACEA657DB9C7_tiles.jsonl,TCGA-A2-A04W,Blood vessels (vasculature),4345,3976
TCGA-A2-A04W-01Z-00-DX1.F7E7B945-2ADC-4741-8FCE-ACEA657DB9C7_tiles.jsonl,TCGA-A2-A04W,Ductal carcinoma in situ (DCIS),238,202
TCGA-A2-A04W-01Z-00-DX1.F7E7B945-2ADC-4741-8FCE-ACEA657DB9C7_tiles.jsonl,TCGA-A2-A04W,Fibrous desmoplastic stroma,7363,6195
TCGA-A2-A04W-01Z-00-DX1.F7E7B945-2ADC-4741-8FCE-ACEA657DB9C7_tiles.jsonl,TCGA-A2-A04W,Invasive breast carcinoma (tumor cells),5043,4227
TCGA-A2-A04W-01Z-00-DX1.F7E7B945-2ADC-4741-8FCE-ACEA657DB9C7_tiles.jsonl,TCGA-A2-A04W,Muscle tissue (smooth or skeletal muscle),5110,4390
TCGA-A2-A04W-01Z-00-DX1.F7E7B945-2ADC-4741-8FCE-ACEA657DB9C7_tiles.jsonl,TCGA-A2-A04W,Necrosis or hemorrhage,472,431
TCGA-A2-A04W-01Z-00-DX1.F7E7B945-2ADC-4741-8FCE-ACEA657DB9C7_tiles.jsonl,TCGA-A2-A04W,Normal breast glands and lobules (TDLU),21250,19386
TCGA-A2-A04W-01Z-00-DX1.F7E7B945-2ADC-4741-8FCE-ACEA657DB9C7_tiles.jsonl,TCGA-A2-A04W,Tumor-infiltrating lymphocytes (immune infiltrates),1626,1260
TCGA-A2-A04X-01Z-00-DX1.E01A4522-67B3-4FEF-BD6B-99DFED9E7C85_tiles.jsonl,TCGA-A2-A04X,Adipose tissue (fat),6329,6005
TCGA-A2-A04X-01Z-00-DX1.E01A4522-67B3-4FEF-BD6B-99DFED9E7C85_tiles.jsonl,TCGA-A2-A04X,Blood vessels (vasculature),6550,5909
TCGA-A2-A04X-01Z-00-DX1.E01A4522-67B3-4FEF-BD6B-99DFED9E7C85_tiles.jsonl,TCGA-A2-A04X,Ductal carcinoma in situ (DCIS),1244,1023
TCGA-A2-A04X-01Z-00-DX1.E01A4522-67B3-4FEF-BD6B-99DFED9E7C85_tiles.jsonl,TCGA-A2-A04X,Fibrous desmoplastic stroma,1284,1046
TCGA-A2-A04X-01Z-00-DX1.E01A4522-67B3-4FEF-BD6B-99DFED9E7C85_tiles.jsonl,TCGA-A2-A04X,Invasive breast carcinoma (tumor cells),982,682
TCGA-A2-A04X-01Z-00-DX1.E01A4522-67B3-4FEF-BD6B-99DFED9E7C85_tiles.jsonl,TCGA-A2-A04X,Muscle tissue (smooth or skeletal muscle),6147,5242
TCGA-A2-A04X-01Z-00-DX1.E01A4522-67B3-4FEF-BD6B-99DFED9E7C85_tiles.jsonl,TCGA-A2-A04X,Necrosis or hemorrhage,65,55
TCGA-A2-A04X-01Z-00-DX1.E01A4522-67B3-4FEF-BD6B-99DFED9E7C85_tiles.jsonl,TCGA-A2-A04X,Normal breast glands and lobules (TDLU),10760,9702
TCGA-A2-A04X-01Z-00-DX1.E01A4522-67B3-4FEF-BD6B-99DFED9E7C85_tiles.jsonl,TCGA-A2-A04X,Tumor-infiltrating lymphocytes (immune infiltrates),3913,3154
TCGA-A2-A04Y-01Z-00-DX1.4DC97AD6-4806-4A3A-A998-FD36F93590A4_tiles.jsonl,TCGA-A2-A04Y,Adipose tissue (fat),1469,1338
TCGA-A2-A04Y-01Z-00-DX1.4DC97AD6-4806-4A3A-A998-FD36F93590A4_tiles.jsonl,TCGA-A2-A04Y,Blood vessels (vasculature),424,374
TCGA-A2-A04Y-01Z-00-DX1.4DC97AD6-4806-4A3A-A998-FD36F93590A4_tiles.jsonl,TCGA-A2-A04Y,Ductal carcinoma in situ (DCIS),175,143
TCGA-A2-A04Y-01Z-00-DX1.4DC97AD6-4806-4A3A-A998-FD36F93590A4_tiles.jsonl,TCGA-A2-A04Y,Fibrous desmoplastic stroma,839,656
TCGA-A2-A04Y-01Z-00-DX1.4DC97AD6-4806-4A3A-A998-FD36F93590A4_tiles.jsonl,TCGA-A2-A04Y,Invasive breast carcinoma (tumor cells),7061,6684
TCGA-A2-A04Y-01Z-00-DX1.4DC97AD6-4806-4A3A-A998-FD36F93590A4_tiles.jsonl,TCGA-A2-A04Y,Muscle tissue (smooth or skeletal muscle),2807,2463
TCGA-A2-A04Y-01Z-00-DX1.4DC97AD6-4806-4A3A-A998-FD36F93590A4_tiles.jsonl,TCGA-A2-A04Y,Necrosis or hemorrhage,2,2
TCGA-A2-A04Y-01Z-00-DX1.4DC97AD6-4806-4A3A-A998-FD36F93590A4_tiles.jsonl,TCGA-A2-A04Y,Normal breast glands and lobules (TDLU),3287,2845
TCGA-A2-A04Y-01Z-00-DX1.4DC97AD6-4806-4A3A-A998-FD36F93590A4_tiles.jsonl,TCGA-A2-A04Y,Tumor-infiltrating lymphocytes (immune infiltrates),961,750
TCGA-A2-A0CK-01Z-00-DX1.C3226BD1-11B0-4034-946A-BAB42958CE85_tiles.jsonl,TCGA-A2-A0CK,Adipose tissue (fat),2444,2239
TCGA-A2-A0CK-01Z-00-DX1.C3226BD1-11B0-4034-946A-BAB42958CE85_tiles.jsonl,TCGA-A2-A0CK,Blood vessels (vasculature),942,896
TCGA-A2-A0CK-01Z-00-DX1.C3226BD1-11B0-4034-946A-BAB42958CE85_tiles.jsonl,TCGA-A2-A0CK,Ductal carcinoma in situ (DCIS),198,161
TCGA-A2-A0CK-01Z-00-DX1.C3226BD1-11B0-4034-946A-BAB42958CE85_tiles.jsonl,TCGA-A2-A0CK,Fibrous desmoplastic stroma,1876,1646
TCGA-A2-A0CK-01Z-00-DX1.C3226BD1-11B0-4034-946A-BAB42958CE85_tiles.jsonl,TCGA-A2-A0CK,Invasive breast carcinoma (tumor cells),721,587
TCGA-A2-A0CK-01Z-00-DX1.C3226BD1-11B0-4034-946A-BAB42958CE85_tiles.jsonl,TCGA-A2-A0CK,Muscle tissue (smooth or skeletal muscle),5137,4858
TCGA-A2-A0CK-01Z-00-DX1.C3226BD1-11B0-4034-946A-BAB42958CE85_tiles.jsonl,TCGA-A2-A0CK,Necrosis or hemorrhage,39,34
TCGA-A2-A0CK-01Z-00-DX1.C3226BD1-11B0-4034-946A-BAB42958CE85_tiles.jsonl,TCGA-A2-A0CK,Normal breast glands and lobules (TDLU),1892,1683
TCGA-A2-A0CK-01Z-00-DX1.C3226BD1-11B0-4034-946A-BAB42958CE85_tiles.jsonl,TCGA-A2-A0CK,Tumor-infiltrating lymphocytes (immune infiltrates),500,422
TCGA-A2-A0CL-01Z-00-DX1.5342E971-DCD2-42C4-B4FF-E6942A95829E_tiles.jsonl,TCGA-A2-A0CL,Adipose tissue (fat),15915,15020
TCGA-A2-A0CL-01Z-00-DX1.5342E971-DCD2-42C4-B4FF-E6942A95829E_tiles.jsonl,TCGA-A2-A0CL,Blood vessels (vasculature),4032,3724
TCGA-A2-A0CL-01Z-00-DX1.5342E971-DCD2-42C4-B4FF-E6942A95829E_tiles.jsonl,TCGA-A2-A0CL,Ductal carcinoma in situ (DCIS),1930,1721
TCGA-A2-A0CL-01Z-00-DX1.5342E971-DCD2-42C4-B4FF-E6942A95829E_tiles.jsonl,TCGA-A2-A0CL,Fibrous desmoplastic stroma,2072,1668
TCGA-A2-A0CL-01Z-00-DX1.5342E971-DCD2-42C4-B4FF-E6942A95829E_tiles.jsonl,TCGA-A2-A0CL,Invasive breast carcinoma (tumor cells),3023,2490
TCGA-A2-A0CL-01Z-00-DX1.5342E971-DCD2-42C4-B4FF-E6942A95829E_tiles.jsonl,TCGA-A2-A0CL,Muscle tissue (smooth or skeletal muscle),10110,9013
TCGA-A2-A0CL-01Z-00-DX1.5342E971-DCD2-42C4-B4FF-E6942A95829E_tiles.jsonl,TCGA-A2-A0CL,Necrosis or hemorrhage,14,12
TCGA-A2-A0CL-01Z-00-DX1.5342E971-DCD2-42C4-B4FF-E6942A95829E_tiles.jsonl,TCGA-A2-A0CL,Normal breast glands and lobules (TDLU),19077,17617
TCGA-A2-A0CL-01Z-00-DX1.5342E971-DCD2-42C4-B4FF-E6942A95829E_tiles.jsonl,TCGA-A2-A0CL,Tumor-infiltrating lymphocytes (immune infiltrates),1822,1377
TCGA-A2-A0CM-01Z-00-DX1.AC4901DE-4B6D-4185-BB9F-156033839828_tiles.jsonl,TCGA-A2-A0CM,Adipose tissue (fat),5688,5329
TCGA-A2-A0CM-01Z-00-DX1.AC4901DE-4B6D-4185-BB9F-156033839828_tiles.jsonl,TCGA-A2-A0CM,Blood vessels (vasculature),1164,1058
TCGA-A2-A0CM-01Z-00-DX1.AC4901DE-4B6D-4185-BB9F-156033839828_tiles.jsonl,TCGA-A2-A0CM,Ductal carcinoma in situ (DCIS),1492,1187
TCGA-A2-A0CM-01Z-00-DX1.AC4901DE-4B6D-4185-BB9F-156033839828_tiles.jsonl,TCGA-A2-A0CM,Fibrous desmoplastic stroma,490,361
TCGA-A2-A0CM-01Z-00-DX1.AC4901DE-4B6D-4185-BB9F-156033839828_tiles.jsonl,TCGA-A2-A0CM,Invasive breast carcinoma (tumor cells),3041,2459
TCGA-A2-A0CM-01Z-00-DX1.AC4901DE-4B6D-4185-BB9F-156033839828_tiles.jsonl,TCGA-A2-A0CM,Muscle tissue (smooth or skeletal muscle),7395,6707
TCGA-A2-A0CM-01Z-00-DX1.AC4901DE-4B6D-4185-BB9F-156033839828_tiles.jsonl,TCGA-A2-A0CM,Necrosis or hemorrhage,355,325
TCGA-A2-A0CM-01Z-00-DX1.AC4901DE-4B6D-4185-BB9F-156033839828_tiles.jsonl,TCGA-A2-A0CM,Normal breast glands and lobules (TDLU),10321,9207
TCGA-A2-A0CM-01Z-00-DX1.AC4901DE-4B6D-4185-BB9F-156033839828_tiles.jsonl,TCGA-A2-A0CM,Tumor-infiltrating lymphocytes (immune infiltrates),1869,1456
TCGA-A2-A0CO-01Z-00-DX1.B191DADE-7DEA-4575-AED7-1C52BE15B8D5_tiles.jsonl,TCGA-A2-A0CO,Adipose tissue (fat),17132,16013
TCGA-A2-A0CO-01Z-00-DX1.B191DADE-7DEA-4575-AED7-1C52BE15B8D5_tiles.jsonl,TCGA-A2-A0CO,Blood vessels (vasculature),815,720
TCGA-A2-A0CO-01Z-00-DX1.B191DADE-7DEA-4575-AED7-1C52BE15B8D5_tiles.jsonl,TCGA-A2-A0CO,Ductal carcinoma in situ (DCIS),103,96
TCGA-A2-A0CO-01Z-00-DX1.B191DADE-7DEA-4575-AED7-1C52BE15B8D5_tiles.jsonl,TCGA-A2-A0CO,Fibrous desmoplastic stroma,861,584
TCGA-A2-A0CO-01Z-00-DX1.B191DADE-7DEA-4575-AED7-1C52BE15B8D5_tiles.jsonl,TCGA-A2-A0CO,Invasive breast carcinoma (tumor cells),311,216
TCGA-A2-A0CO-01Z-00-DX1.B191DADE-7DEA-4575-AED7-1C52BE15B8D5_tiles.jsonl,TCGA-A2-A0CO,Muscle tissue (smooth or skeletal muscle),5036,4414
TCGA-A2-A0CO-01Z-00-DX1.B191DADE-7DEA-4575-AED7-1C52BE15B8D5_tiles.jsonl,TCGA-A2-A0CO,Necrosis or hemorrhage,1,1
